name,body,htmlBody,iconUrl,color
テルル,「……ここか」,「……ここか」,images/00022.webp,"rgb(174, 255, 232)"
積尸気冥界車,エンジンが唸っています。,エンジンが唸っています。,images/00010.webp,"rgb(136, 136, 136)"
積尸気冥界車,ドルルルル……（威嚇）,ドルルルル……（威嚇）,images/00010.webp,"rgb(136, 136, 136)"
テルル,なんだ？　やんのか？,なんだ？　やんのか？,images/00007.webp,"rgb(174, 255, 232)"
テルル,ガルルルル……（威嚇）,ガルルルル……（威嚇）,images/00007.webp,"rgb(174, 255, 232)"
積尸気冥界車,ガタンゴトン！！,ガタンゴトン！！,images/00010.webp,"rgb(136, 136, 136)"
テルル,"ひとしきりエンジンにメンチ切ってから戻りました。
あんまり二人から離れていると怪しまれるかもしれないので。","ひとしきりエンジンにメンチ切ってから戻りました。
あんまり二人から離れていると怪しまれるかもしれないので。",images/00007.webp,"rgb(174, 255, 232)"
GM,＊,＊,,"rgb(136, 136, 136)"
GM,では、最後は白鬼さんの手番ですね。,では、最後は白鬼さんの手番ですね。,,"rgb(136, 136, 136)"
白鬼,ではでは、まずはシーン表をえいっ！,ではでは、まずはシーン表をえいっ！,images/00003.webp,"rgb(233, 30, 99)"
白鬼,DST 出島シーン表(8) ＞ 薄汚い路地裏。巨大な黒犬が何かを貪っている。あなたの気配を感じて黒犬は去るが、そこに遺されていたのは……。,"DST<span style=""color: rgba(255, 255, 255, 0.7);"">&nbsp;出島シーン表(8) ＞ 薄汚い路地裏。巨大な黒犬が何かを貪っている。あなたの気配を感じて黒犬は去るが、そこに遺されていたのは……。</span>",images/00003.webp,"rgb(233, 30, 99)"
GM,まだ貪ってる。,まだ貪ってる。,,"rgb(136, 136, 136)"
白鬼,まだちゃむちゃむしてる…,まだちゃむちゃむしてる…,images/00003.webp,"rgb(233, 30, 99)"
白鬼,というわけで、登場はして頂いて構いませんよ。自由です。,というわけで、登場はして頂いて構いませんよ。自由です。,images/00003.webp,"rgb(233, 30, 99)"
癸 海鳴,車輪のことも話したいし、出ましょうか。,車輪のことも話したいし、出ましょうか。,images/00001.webp,"rgb(156, 39, 176)"
テルル,一旦合流……しようかな！,一旦合流……しようかな！,images/00007.webp,"rgb(174, 255, 232)"
白鬼,全員集合ですね。,全員集合ですね。,images/00003.webp,"rgb(233, 30, 99)"
白鬼,黒犬が貪っていたお肉の周りを調べています。,黒犬が貪っていたお肉の周りを調べています。,images/00003.webp,"rgb(233, 30, 99)"
テルル,「こいつら食いしん坊だな～」,「こいつら食いしん坊だな～」,images/00022.webp,"rgb(174, 255, 232)"
テルル,「野生で生きてりゃそうもなるか。今の状況ごちそうフィーバータイムかも」,「野生で生きてりゃそうもなるか。今の状況ごちそうフィーバータイムかも」,images/00022.webp,"rgb(174, 255, 232)"
GM,出島は環境が悪いため……,出島は環境が悪いため……,,"rgb(136, 136, 136)"
白鬼,「犬たちも大変そうですねぇ」,「犬たちも大変そうですねぇ」,images/00003.webp,"rgb(233, 30, 99)"
白鬼,「ところでどうですか、調査の方は」,「ところでどうですか、調査の方は」,images/00003.webp,"rgb(233, 30, 99)"
癸 海鳴,血腥い臭いに顔をしかめながら。,血腥い臭いに顔をしかめながら。,images/00001.webp,"rgb(156, 39, 176)"
癸 海鳴,「東京行きの進路をなんとかできないか、車輪を調査してみましたが」,「東京行きの進路をなんとかできないか、車輪を調査してみましたが」,images/00001.webp,"rgb(156, 39, 176)"
癸 海鳴,「……酷い揺れが収まっただけで、結局行き先は変えられませんでした」,「……酷い揺れが収まっただけで、結局行き先は変えられませんでした」,images/00001.webp,"rgb(156, 39, 176)"
癸 海鳴,やれやれ、と肩をすくめてみせる。,やれやれ、と肩をすくめてみせる。,images/00001.webp,"rgb(156, 39, 176)"
積尸気冥界車,進路も速度も相変わらずです。,進路も速度も相変わらずです。,images/00010.webp,"rgb(136, 136, 136)"
積尸気冥界車,シュポー,シュポー,images/00010.webp,"rgb(136, 136, 136)"
白鬼,「…そう簡単にはいきませんか」,「…そう簡単にはいきませんか」,images/00014.webp,"rgb(233, 30, 99)"
テルル,「こっちはまあ……列車にカチコミかける方法は分かったってとこ」,「こっちはまあ……列車にカチコミかける方法は分かったってとこ」,images/00022.webp,"rgb(174, 255, 232)"
白鬼,「…列車にカチコミを」,「…列車にカチコミを」,images/00014.webp,"rgb(233, 30, 99)"
白鬼,「なるほど、確かに直接叩くのはありかもしれませんねぇ…」,「なるほど、確かに直接叩くのはありかもしれませんねぇ…」,images/00014.webp,"rgb(233, 30, 99)"
テルル,「だろ？　どうしても止まんないときはマスターキーの出番ってわけよ」,「だろ？　どうしても止まんないときはマスターキーの出番ってわけよ」,images/00007.webp,"rgb(174, 255, 232)"
癸 海鳴,「車両そのものが妖魔に操られている可能性も考えられます」,「車両そのものが妖魔に操られている可能性も考えられます」,images/00001.webp,"rgb(156, 39, 176)"
癸 海鳴,「やむを得ませんが、テルル様のご判断は正しいかと」,「やむを得ませんが、テルル様のご判断は正しいかと」,images/00001.webp,"rgb(156, 39, 176)"
白鬼,「して。その方法とは…？」,「して。その方法とは…？」,images/00014.webp,"rgb(233, 30, 99)"
テルル,「エンジンをぶったたく」,「エンジンをぶったたく」,images/00005.webp,"rgb(174, 255, 232)"
テルル,「動力源を止めりゃあ止まるだろ」,「動力源を止めりゃあ止まるだろ」,images/00005.webp,"rgb(174, 255, 232)"
癸 海鳴,「……なるほどな」そうするしかないよね。,「……なるほどな」そうするしかないよね。,images/00001.webp,"rgb(156, 39, 176)"
白鬼,「確かにその通りですね」,「確かにその通りですね」,images/00003.webp,"rgb(233, 30, 99)"
テルル,「お前らもカチコミかける？」,「お前らもカチコミかける？」,images/00022.webp,"rgb(174, 255, 232)"
テルル,連れカチコミする？,連れカチコミする？,images/00022.webp,"rgb(174, 255, 232)"
白鬼,連れカチコミ,連れカチコミ,images/00003.webp,"rgb(233, 30, 99)"
白鬼,「ええ、この列車を止めるのが目的ですし…。いざとなれば。」,「ええ、この列車を止めるのが目的ですし…。いざとなれば。」,images/00003.webp,"rgb(233, 30, 99)"
癸 海鳴,「一人よりは複数の方が良いでしょう」協力してって言った身だしね。,「一人よりは複数の方が良いでしょう」協力してって言った身だしね。,images/00001.webp,"rgb(156, 39, 176)"
テルル,「んん……まあそっか、そうだよな」,「んん……まあそっか、そうだよな」,images/00022.webp,"rgb(174, 255, 232)"
テルル,カタカタ……（頭の中の天秤が揺れる音）,カタカタ……（頭の中の天秤が揺れる音）,images/00022.webp,"rgb(174, 255, 232)"
テルル,「……ん、よし。じゃあ教えてやる」,「……ん、よし。じゃあ教えてやる」,images/00005.webp,"rgb(174, 255, 232)"
テルル,＊冥界車の【居所】を二人に共有します,＊冥界車の【居所】を二人に共有します,images/00005.webp,"rgb(174, 255, 232)"
白鬼,「まあ。ありがとうございます！」,「まあ。ありがとうございます！」,images/00003.webp,"rgb(233, 30, 99)"
GM,了解しました。積尸気冥界車の居所がお二人に共有されます。,了解しました。積尸気冥界車の居所がお二人に共有されます。,,"rgb(136, 136, 136)"
癸 海鳴,「では、その時が来ればお供いたしましょう」,「では、その時が来ればお供いたしましょう」,images/00001.webp,"rgb(156, 39, 176)"
白鬼,「では、それまでは調査を続けていきましょうか」,「では、それまでは調査を続けていきましょうか」,images/00003.webp,"rgb(233, 30, 99)"
白鬼,「まずは、そうですね…。列車周囲が騒がしいので、それをなんとかしたいですね」,「まずは、そうですね…。列車周囲が騒がしいので、それをなんとかしたいですね」,images/00003.webp,"rgb(233, 30, 99)"
白鬼,＊エニグマ：まとわりつく死霊を死霊術で調査します,＊エニグマ：まとわりつく死霊を死霊術で調査します,images/00003.webp,"rgb(233, 30, 99)"
GM,判定をどうぞ！,判定をどうぞ！,,"rgb(136, 136, 136)"
白鬼,"2D6>=5 （判定：死霊術） (2D6>=5) ＞ 8[2,6] ＞ 8 ＞ 成功","2D6&gt;=5 （判定：死霊術）<span style=""color: rgb(33, 150, 243);"">&nbsp;(2D6&gt;=5) ＞ 8[2,6] ＞ 8 ＞ 成功</span>",images/00003.webp,"rgb(233, 30, 99)"
GM,成功ですね。まとわりつく死霊の偽装が解除。,成功ですね。まとわりつく死霊の偽装が解除。,,"rgb(136, 136, 136)"
GM,"■まとわりつく死霊：負の命
計画判定：封術 [編集済]","■まとわりつく死霊：負の命
計画判定：封術<span style=""color: rgb(117, 117, 117);"">&nbsp;[編集済]</span>",,"rgb(136, 136, 136)"
GM,以上です。,以上です。,,"rgb(136, 136, 136)"
白鬼,骨法術？！,骨法術？！,images/00003.webp,"rgb(233, 30, 99)"
白鬼,…ちらっ　二人を見る,…ちらっ　二人を見る,images/00003.webp,"rgb(233, 30, 99)"
テルル,うーんまあ　7　7かあ……それならなんとか……？,うーんまあ　7　7かあ……それならなんとか……？,images/00022.webp,"rgb(174, 255, 232)"
GM,すみません、シナリオシートのデータが間違ってたので修正しました。,すみません、シナリオシートのデータが間違ってたので修正しました。,,"rgb(136, 136, 136)"
GM,正しくは封術で判定となります。,正しくは封術で判定となります。,,"rgb(136, 136, 136)"
テルル,やった～,やった～,images/00022.webp,"rgb(174, 255, 232)"
白鬼,封術なら…、いや７ですけど…,封術なら…、いや７ですけど…,images/00003.webp,"rgb(233, 30, 99)"
GM,みなさん7ですね。死霊術があるから。,みなさん7ですね。死霊術があるから。,,"rgb(136, 136, 136)"
テルル,チーム死霊術,チーム死霊術,images/00022.webp,"rgb(174, 255, 232)"
癸 海鳴,うんうん。誰がやっても差はない……と思う。,うんうん。誰がやっても差はない……と思う。,images/00001.webp,"rgb(156, 39, 176)"
GM,こちらは手番を使って判定に挑戦する必要があります。がんばってください。,こちらは手番を使って判定に挑戦する必要があります。がんばってください。,,"rgb(136, 136, 136)"
GM,列車には死霊がまとわりついてきています。,列車には死霊がまとわりついてきています。,,"rgb(136, 136, 136)"
白鬼,"「えーっと…」
式神が懐から大量に飛び出てくる。","「えーっと…」
式神が懐から大量に飛び出てくる。",images/00003.webp,"rgb(233, 30, 99)"
白鬼,それはの二本の腕の形を取り、片方は印を結び、片方は鈴を持っている。,それはの二本の腕の形を取り、片方は印を結び、片方は鈴を持っている。,images/00003.webp,"rgb(233, 30, 99)"
白鬼,白鬼本人の腕は、袖に隠れたままだ。袖も縫われているし、手が出せない。,白鬼本人の腕は、袖に隠れたままだ。袖も縫われているし、手が出せない。,images/00011.webp,"rgb(233, 30, 99)"
白鬼,ちりんっ…、鈴が鳴る。,ちりんっ…、鈴が鳴る。,images/00024.webp,"rgb(233, 30, 99)"
白鬼,ちりん、ちりん…,ちりん、ちりん…,images/00024.webp,"rgb(233, 30, 99)"
テルル,そういえば、あの目と袖……前はあんなんじゃなかったよな。,そういえば、あの目と袖……前はあんなんじゃなかったよな。,images/00022.webp,"rgb(174, 255, 232)"
テルル,自分で縫ったのか？　誰かにやられたのか？,自分で縫ったのか？　誰かにやられたのか？,images/00022.webp,"rgb(174, 255, 232)"
白鬼,まあ、お気づきになられましたか？ふふふ。,まあ、お気づきになられましたか？ふふふ。,images/00025.webp,"rgb(233, 30, 99)"
テルル,視線に気づかれた……のに気づいて。,視線に気づかれた……のに気づいて。,images/00005.webp,"rgb(174, 255, 232)"
テルル,「……そうだな、なんのためにそうなった？」,「……そうだな、なんのためにそうなった？」,images/00005.webp,"rgb(174, 255, 232)"
白鬼,「力を求めて、ですよ。テルル様。」,「力を求めて、ですよ。テルル様。」,images/00025.webp,"rgb(233, 30, 99)"
テルル,「……ふぅん……？」,「……ふぅん……？」,images/00022.webp,"rgb(174, 255, 232)"
白鬼,「いつまでも中忍という立場に収まってはいられませんから。力を得るために、代償を支払ったまでです。」 [編集済],"「いつまでも中忍という立場に収まってはいられませんから。力を得るために、代償を支払ったまでです。」<span style=""color: rgb(117, 117, 117);"">&nbsp;[編集済]</span>",images/00025.webp,"rgb(233, 30, 99)"
テルル,「なるほどな。そりゃ確かに力をつけりゃ立場も上がる」,「なるほどな。そりゃ確かに力をつけりゃ立場も上がる」,images/00002.webp,"rgb(174, 255, 232)"
テルル,「立場が増えりゃできることも増えるし、こうして怪しい列車に乗りに来ても怒られない」,「立場が増えりゃできることも増えるし、こうして怪しい列車に乗りに来ても怒られない」,images/00002.webp,"rgb(174, 255, 232)"
白鬼,「ええ、その通りです」,「ええ、その通りです」,images/00025.webp,"rgb(233, 30, 99)"
癸 海鳴,「……」訳ありみたいですが……なるほどなあ。,「……」訳ありみたいですが……なるほどなあ。,images/00001.webp,"rgb(156, 39, 176)"
白鬼,「あ」,「あ」,images/00023.webp,"rgb(233, 30, 99)"
癸 海鳴,「いかがなさいましたか？」,「いかがなさいましたか？」,images/00001.webp,"rgb(156, 39, 176)"
白鬼,式神の持っていた鈴が激しく揺れる。ちりちりちちりいいりん。,式神の持っていた鈴が激しく揺れる。ちりちりちちりいいりん。,images/00024.webp,"rgb(233, 30, 99)"
白鬼,「…ふむ。あの悪霊は、何かしらの結界…？いえ、封印が施されているのかもしれません。」,「…ふむ。あの悪霊は、何かしらの結界…？いえ、封印が施されているのかもしれません。」,images/00023.webp,"rgb(233, 30, 99)"
白鬼,「もう少し時間をかけて調べてみる必要が、ありそうですね」 [編集済],"「もう少し時間をかけて調べてみる必要が、ありそうですね」<span style=""color: rgb(117, 117, 117);"">&nbsp;[編集済]</span>",images/00023.webp,"rgb(233, 30, 99)"
GM,放置してるとヤバいかも……という雰囲気を出しています。,放置してるとヤバいかも……という雰囲気を出しています。,,"rgb(136, 136, 136)"
テルル,「これもタスクに追加だな。こんなときにまだるっこしいが、対処しないと面倒なことになりそうだ」,「これもタスクに追加だな。こんなときにまだるっこしいが、対処しないと面倒なことになりそうだ」,images/00006.webp,"rgb(174, 255, 232)"
GM,死霊は威嚇するようにぐるぐると列車の周りを回っている……。,死霊は威嚇するようにぐるぐると列車の周りを回っている……。,,"rgb(136, 136, 136)"
癸 海鳴,「カチコミに、封印の解除。まあどちらも列車を止めるのに直接関わってきますが」,「カチコミに、封印の解除。まあどちらも列車を止めるのに直接関わってきますが」,images/00001.webp,"rgb(156, 39, 176)"
癸 海鳴,「次から次へと、やることが増えてしまいますね……」,「次から次へと、やることが増えてしまいますね……」,images/00001.webp,"rgb(156, 39, 176)"
癸 海鳴,素直に頭下げて正解だったかも知れません。,素直に頭下げて正解だったかも知れません。,images/00001.webp,"rgb(156, 39, 176)"
GM,＊,＊,,"rgb(136, 136, 136)"
GM,■メインフェイズ：サイクル2,■メインフェイズ：サイクル2,,"rgb(136, 136, 136)"
GM,どなたから動きますか？,どなたから動きますか？,,"rgb(136, 136, 136)"
白鬼,先に動きたいな〜,先に動きたいな〜,images/00003.webp,"rgb(233, 30, 99)"
テルル,自分も行きたい……！,自分も行きたい……！,images/00006.webp,"rgb(174, 255, 232)"
白鬼,ふふふ,ふふふ,images/00003.webp,"rgb(233, 30, 99)"
癸 海鳴,お先どうぞの構えだぜ,お先どうぞの構えだぜ,images/00001.webp,"rgb(156, 39, 176)"
GM,では初手希望者が二人いるようですが……,では初手希望者が二人いるようですが……,,"rgb(136, 136, 136)"
GM,相談しますか？　ダイスで雌雄を決しますか？,相談しますか？　ダイスで雌雄を決しますか？,,"rgb(136, 136, 136)"
テルル,ダイスで……いいかな！？,ダイスで……いいかな！？,images/00006.webp,"rgb(174, 255, 232)"
白鬼,やりますか…！ダイスバトルを…！,やりますか…！ダイスバトルを…！,images/00003.webp,"rgb(233, 30, 99)"
癸 海鳴,いけーっ！！ダイスバトルだ！！（野次）,いけーっ！！ダイスバトルだ！！（野次）,images/00001.webp,"rgb(156, 39, 176)"
GM,了解しました。では1d100で高い方が初手で。,了解しました。では1d100で高い方が初手で。,,"rgb(136, 136, 136)"
白鬼,1d100　おりゃー！ (1D100) ＞ 9,"1d100　おりゃー！<span style=""color: rgba(255, 255, 255, 0.7);"">&nbsp;(1D100) ＞ 9</span>",images/00003.webp,"rgb(233, 30, 99)"
テルル,1D100 (1D100) ＞ 59,"1D100<span style=""color: rgba(255, 255, 255, 0.7);"">&nbsp;(1D100) ＞ 59</span>",images/00006.webp,"rgb(174, 255, 232)"
白鬼,？,？,images/00003.webp,"rgb(233, 30, 99)"
GM,では初手はテルルさん。,では初手はテルルさん。,,"rgb(136, 136, 136)"
テルル,やったぜ,やったぜ,images/00006.webp,"rgb(174, 255, 232)"
白鬼,１０面ダイス振っちゃったかな？？？,１０面ダイス振っちゃったかな？？？,images/00003.webp,"rgb(233, 30, 99)"
GM,100面ありますよ。大丈夫！,100面ありますよ。大丈夫！,,"rgb(136, 136, 136)"
白鬼,負けました…,負けました…,images/00003.webp,"rgb(233, 30, 99)"
GM,テルルさんは何をされますか？,テルルさんは何をされますか？,,"rgb(136, 136, 136)"
テルル,＊積尸気冥界車に戦闘を仕掛けます！,＊積尸気冥界車に戦闘を仕掛けます！,images/00006.webp,"rgb(174, 255, 232)"
GM,了解しました。,了解しました。,,"rgb(136, 136, 136)"
GM,戦場表を振らない場合戦場は極地になりますが、どうしますか？,戦場表を振らない場合戦場は極地になりますが、どうしますか？,,"rgb(136, 136, 136)"
テルル,戦場表……振ります……！,戦場表……振ります……！,images/00006.webp,"rgb(174, 255, 232)"
白鬼,極地で戦いませんか…？(にこにこ,極地で戦いませんか…？(にこにこ,images/00003.webp,"rgb(233, 30, 99)"
テルル,エ！？,エ！？,images/00006.webp,"rgb(174, 255, 232)"
テルル,エ……エ……！？　じ、じゃあ極地に……する……！？,エ……エ……！？　じ、じゃあ極地に……する……！？,images/00006.webp,"rgb(174, 255, 232)"
癸 海鳴,私はどちらでもいけるぜ！！,私はどちらでもいけるぜ！！,images/00001.webp,"rgb(156, 39, 176)"
GM,戦闘乱入の判定を先にしますか？,戦闘乱入の判定を先にしますか？,,"rgb(136, 136, 136)"
白鬼,そうですね、乱入判定先にできるならしたいです！,そうですね、乱入判定先にできるならしたいです！,images/00003.webp,"rgb(233, 30, 99)"
GM,どっちも戦闘開始時と書いてあるので、判定が先でもよさそうな気がしました。,どっちも戦闘開始時と書いてあるので、判定が先でもよさそうな気がしました。,,"rgb(136, 136, 136)"
GM,ということで、乱入希望の方は名のりを上げてください。,ということで、乱入希望の方は名のりを上げてください。,,"rgb(136, 136, 136)"
白鬼,乱入希望ですっ！,乱入希望ですっ！,images/00003.webp,"rgb(233, 30, 99)"
癸 海鳴,乱入しまーす！,乱入しまーす！,images/00001.webp,"rgb(156, 39, 176)"
GM,"RTT ランダム指定特技表(3,10) ＞ 『忍術』分身の術","RTT<span style=""color: rgba(255, 255, 255, 0.7);"">&nbsp;ランダム指定特技表(3,10) ＞ 『忍術』分身の術</span>",,"rgb(136, 136, 136)"
GM,では、特殊な戦闘乱入となりますので、分身の術で判定をどうぞ。,では、特殊な戦闘乱入となりますので、分身の術で判定をどうぞ。,,"rgb(136, 136, 136)"
癸 海鳴,"2D6>=8 （判定：遊芸） (2D6>=8) ＞ 5[1,4] ＞ 5 ＞ 失敗","2D6&gt;=8 （判定：遊芸）<span style=""color: rgb(220, 0, 78);"">&nbsp;(2D6&gt;=8) ＞ 5[1,4] ＞ 5 ＞ 失敗</span>",images/00001.webp,"rgb(156, 39, 176)"
白鬼,"2D6>=7 （判定：傀儡の術） (2D6>=7) ＞ 7[2,5] ＞ 7 ＞ 成功","2D6&gt;=7 （判定：傀儡の術）<span style=""color: rgb(33, 150, 243);"">&nbsp;(2D6&gt;=7) ＞ 7[2,5] ＞ 7 ＞ 成功</span>",images/00003.webp,"rgb(233, 30, 99)"
GM,白鬼さんは乱入に成功。3人参加で3Rですね。,白鬼さんは乱入に成功。3人参加で3Rですね。,,"rgb(136, 136, 136)"
GM,改めて、戦場はどうしますか？,改めて、戦場はどうしますか？,,"rgb(136, 136, 136)"
白鬼,極地、私は良いところだと思うんです,極地、私は良いところだと思うんです,images/00003.webp,"rgb(233, 30, 99)"
白鬼,ラウンド終了時にやばいことが起こるかもしれないですけど、いいところだと思うんです,ラウンド終了時にやばいことが起こるかもしれないですけど、いいところだと思うんです,images/00003.webp,"rgb(233, 30, 99)"
テルル,なに？　こわいよお！,なに？　こわいよお！,images/00006.webp,"rgb(174, 255, 232)"
テルル,今シナリオの「協力型」の文字をじっと見つめています,今シナリオの「協力型」の文字をじっと見つめています,images/00006.webp,"rgb(174, 255, 232)"
GM,協力型です。,協力型です。,,"rgb(136, 136, 136)"
白鬼,協力型です。,協力型です。,images/00003.webp,"rgb(233, 30, 99)"
テルル,"なかよく
するんだぞ","なかよく
するんだぞ",images/00006.webp,"rgb(174, 255, 232)"
テルル,じゃあ……せっかくの仲間のリクエストに応えようカナ！？,じゃあ……せっかくの仲間のリクエストに応えようカナ！？,images/00006.webp,"rgb(174, 255, 232)"
テルル,極地で……いきます！！！！！,極地で……いきます！！！！！,images/00006.webp,"rgb(174, 255, 232)"
GM,了解しました。,了解しました。,,"rgb(136, 136, 136)"
白鬼,ありがとうございます、テルル様,ありがとうございます、テルル様,images/00003.webp,"rgb(233, 30, 99)"
癸 海鳴,じゃ、死角から妖魔が襲いかかってこないか見張ってますね。頑張って！,じゃ、死角から妖魔が襲いかかってこないか見張ってますね。頑張って！,images/00001.webp,"rgb(156, 39, 176)"
GM,では、積尸気冥界車のシートも公開しますか。,では、積尸気冥界車のシートも公開しますか。,,"rgb(136, 136, 136)"
GM,https://character-sheets.appspot.com/shinobigami/edit.html?key=ahVzfmNoYXJhY3Rlci1zaGVldHMtbXByFwsSDUNoYXJhY3RlckRhdGEYo7zAsQUM,https://character-sheets.appspot.com/shinobigami/edit.html?key=ahVzfmNoYXJhY3Rlci1zaGVldHMtbXByFwsSDUNoYXJhY3RlckRhdGEYo7zAsQUM,,"rgb(136, 136, 136)"
白鬼,ふむ…,ふむ…,images/00003.webp,"rgb(233, 30, 99)"
テルル,え？　なんかこわいこといっぱいかいてある,え？　なんかこわいこといっぱいかいてある,images/00006.webp,"rgb(174, 255, 232)"
テルル,え？　繁殖……？,え？　繁殖……？,images/00006.webp,"rgb(174, 255, 232)"
テルル,え……？,え……？,images/00006.webp,"rgb(174, 255, 232)"
GM,繁殖します,繁殖します,,"rgb(136, 136, 136)"
白鬼,えっ？,えっ？,images/00003.webp,"rgb(233, 30, 99)"
テルル,列車なのに……繁殖？！,列車なのに……繁殖？！,images/00006.webp,"rgb(174, 255, 232)"
GM,なぜでしょうね。,なぜでしょうね。,,"rgb(136, 136, 136)"
白鬼,列車なのに獣化もするし、蜘蛛も出てくる,列車なのに獣化もするし、蜘蛛も出てくる,images/00003.webp,"rgb(233, 30, 99)"
癸 海鳴,おかしい……無機物は繁殖しないはずでは……,おかしい……無機物は繁殖しないはずでは……,images/00001.webp,"rgb(156, 39, 176)"
テルル,こわすぎる　早くこんな列車壊そう,こわすぎる　早くこんな列車壊そう,images/00006.webp,"rgb(174, 255, 232)"
GM,では、戦闘を始めていきましょうか。,では、戦闘を始めていきましょうか。,,"rgb(136, 136, 136)"
積尸気冥界車,積尸気冥界車の心臓部にやってきた忍たち。,積尸気冥界車の心臓部にやってきた忍たち。,images/00010.webp,"rgb(136, 136, 136)"
積尸気冥界車,それを機械アーム、機械触手などが迎え撃ちます。,それを機械アーム、機械触手などが迎え撃ちます。,images/00010.webp,"rgb(136, 136, 136)"
積尸気冥界車,信じられないことに接近戦攻撃の指定特技が決まってなかったので、ダイスで決めました。,信じられないことに接近戦攻撃の指定特技が決まってなかったので、ダイスで決めました。,images/00010.webp,"rgb(136, 136, 136)"
積尸気冥界車,憑依術です。失礼いたしました……。,憑依術です。失礼いたしました……。,images/00010.webp,"rgb(136, 136, 136)"
白鬼,いえいえ,いえいえ,images/00003.webp,"rgb(233, 30, 99)"
テルル,わ～　えっ避けるのキツイ,わ～　えっ避けるのキツイ,images/00006.webp,"rgb(174, 255, 232)"
白鬼,接近戦攻撃ですから、プロットを読めば………,接近戦攻撃ですから、プロットを読めば………,images/00003.webp,"rgb(233, 30, 99)"
白鬼,(プロット読めれば苦労しないのがシノビガミ),(プロット読めれば苦労しないのがシノビガミ),images/00003.webp,"rgb(233, 30, 99)"
テルル,「……ハク」,「……ハク」,images/00022.webp,"rgb(174, 255, 232)"
白鬼,「…なんでしょうか、テルル様」,「…なんでしょうか、テルル様」,images/00003.webp,"rgb(233, 30, 99)"
テルル,「頼みがある。悪ぃようにはしねえから、エンジンに辿り着いたらすこぅしだけ目ぇ瞑っててくれないか」,「頼みがある。悪ぃようにはしねえから、エンジンに辿り着いたらすこぅしだけ目ぇ瞑っててくれないか」,images/00026.webp,"rgb(174, 255, 232)"
テルル,「ちょっとまあ……やんなきゃいけないことがあんだよ」,「ちょっとまあ……やんなきゃいけないことがあんだよ」,images/00026.webp,"rgb(174, 255, 232)"
テルル,システム的には勝者になって戦果がほし～いという話ですね。,システム的には勝者になって戦果がほし～いという話ですね。,images/00026.webp,"rgb(174, 255, 232)"
白鬼,「………ふむ」,「………ふむ」,images/00014.webp,"rgb(233, 30, 99)"
白鬼,「………………ふむ」,「………………ふむ」,images/00014.webp,"rgb(233, 30, 99)"
白鬼,「いえ、おそらくそうなのでは…と。何か事情がおありなのだろうと、思ってはおりました。」,「いえ、おそらくそうなのでは…と。何か事情がおありなのだろうと、思ってはおりました。」,images/00014.webp,"rgb(233, 30, 99)"
テルル,"「うぐ……」

図星。","「うぐ……」

図星。",images/00026.webp,"rgb(174, 255, 232)"
白鬼,「そのように、真っ直ぐにお願いをして頂いたことに免じて…私も本音を話させて頂きますね。」,「そのように、真っ直ぐにお願いをして頂いたことに免じて…私も本音を話させて頂きますね。」,images/00003.webp,"rgb(233, 30, 99)"
白鬼,「申し訳ありません、それはできません。私にもやらなければならないことがありますので。」,「申し訳ありません、それはできません。私にもやらなければならないことがありますので。」,images/00025.webp,"rgb(233, 30, 99)"
テルル,「な……ッ」,「な……ッ」,images/00018.webp,"rgb(174, 255, 232)"
白鬼,「そういうことになります、テルル様」,「そういうことになります、テルル様」,images/00025.webp,"rgb(233, 30, 99)"
テルル,「……クソ、じゃあもうしょうがない」,「……クソ、じゃあもうしょうがない」,images/00020.webp,"rgb(174, 255, 232)"
テルル,「邪魔すんなら、一発ぶん殴って退かせるまでだ」,「邪魔すんなら、一発ぶん殴って退かせるまでだ」,images/00007.webp,"rgb(174, 255, 232)"
白鬼,「邪魔をするつもりはありませんよ。奴に用があるのは同じですから。」,「邪魔をするつもりはありませんよ。奴に用があるのは同じですから。」,images/00025.webp,"rgb(233, 30, 99)"
白鬼,「だからそこまでは、共闘しましょう。テルル様。」,「だからそこまでは、共闘しましょう。テルル様。」,images/00025.webp,"rgb(233, 30, 99)"
テルル,「フン、上等だ」,「フン、上等だ」,images/00006.webp,"rgb(174, 255, 232)"
積尸気冥界車,ギャリギャリギャリ……,ギャリギャリギャリ……,images/00010.webp,"rgb(136, 136, 136)"
積尸気冥界車,負けないぞ！,負けないぞ！,images/00010.webp,"rgb(136, 136, 136)"
GM,では、戦闘を始めていきましょう。3人なので3Rで終了です。,では、戦闘を始めていきましょう。3人なので3Rで終了です。,,"rgb(136, 136, 136)"
GM,■ラウンド1,■ラウンド1,,"rgb(136, 136, 136)"
積尸気冥界車,プロットOK,プロットOK,images/00010.webp,"rgb(136, 136, 136)"
テルル,プロットOK。,プロットOK。,images/00006.webp,"rgb(174, 255, 232)"
白鬼,プロットOK,プロットOK,images/00025.webp,"rgb(233, 30, 99)"
GM,では、プロットオープン！,では、プロットオープン！,,"rgb(136, 136, 136)"
System,[ 積尸気冥界車 ] がダイスシンボルを公開。出目は 6 です。,[ 積尸気冥界車 ] がダイスシンボルを公開。出目は 6 です。,,
System,[ 白鬼 ] がダイスシンボルを公開。出目は 6 です。,[ 白鬼 ] がダイスシンボルを公開。出目は 6 です。,,
System,[ テルル ] がダイスシンボルを公開。出目は 6 です。,[ テルル ] がダイスシンボルを公開。出目は 6 です。,,
